nhom_bds_lon,nhom_bds,loai_bds,quan_huyen,ten_duong,dia_chi,gia(ty),trieu/m2,dien_tich(m2),ngang (m),doc (m),huong,phap_ly,so_tang,so_phong_ngu,so_wc,tieu_de,nguon
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Ngô Mây,Đường Ngô Mây - vị trí trung tâm quy nhơn,3.25,85.52631578947368,38.0,3.5,12.0,Tây,Đang cập nhật,3,3,3,"Bán nhà 3 tầng mới xây hẻm 171/17/1 Ngô Mây diện tích 38,5 m² giá 3ty250",https://alonhadat.com.vn/ban-nha-mat-tien-dg-nguyen-thai-hoc-dt-375m2-ngang-10m-gia-35-ty-huong-dong-nam-16552896.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Chương Dương,Đường Yết Kiêu khu gần Chương Dương 73 m² hôm nay bán nhà mặt tiền đường Yết Kiêu khu gần chợ Chương Dương,7.5,102.73972602739725,73.0,4.5,16.2,Tây,Đang cập nhật,4,13,3,Bán nhà mặt tiền đường Yết Kiêu khu gần Chương Dương 73 m²,https://alonhadat.com.vn/ban-dat-mat-tien-duong-pham-ngu-lao-gan-dien-hong-78m2-8010072.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Trần Hưng Đạo,Đường Trần Hưng Đạo,2.1,45.65217391304348,46.0,0.0,0.0,Chưa xác định,Đang cập nhật,15,2,2,Bán căn hộ cao cấp simona heights (Trần Hưng Đạo) thương mại - 38tr/m2,https://alonhadat.com.vn/ban-can-ho-cao-cap-simona-heights-tran-hung-dao-thuong-mai-26tr-m2-13803243.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Quốc lộ 19B,Đường Quốc Lộ 19B,4.0,44.44444444444444,90.0,7.0,20.0,Chưa xác định,Đang cập nhật,3,4,4,"Siêu phẩm - căn góc shophouse tại homliday eo gió, diện tích 90 m², hàng hiếm giá lại còn ưu đãi",https://alonhadat.com.vn/sieu-pham-can-goc-shophouse-tai-homliday-eo-gio-dt-90m2-hang-hiem-gia-lai-con-uu-dai-18418527.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Chế Lan Viên,Đường Chế Lan Viên,5.5,61.111111111111114,90.0,4.5,20.0,Chưa xác định,Đang cập nhật,3,4,4,"Bán gấp nhiều căn nhà phố hoàn thiện nằm trong khu dân cư sầm uất, tiện ích đẳng cấp",https://alonhadat.com.vn/ban-gap-nhieu-can-nha-pho-hoan-thien-nam-trong-khu-dan-cu-sam-uat-tien-ich-dang-cap-14181286.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Không rõ,Không rõ,13.5,66.83168316831683,202.0,7.0,20.0,Chưa xác định,Đang cập nhật,3,5,6,"Bán biệt thự cách biển quy nhơn 650 m, gần khu du lịch Hàn Mặc Tử Ghềnh Ráng quy nhơn 202 m²",https://alonhadat.com.vn/ban-biet-thu-cach-bien-quy-nhon-650m-gan-khu-du-lich-han-mac-tu-ghenh-rang-quy-nhon-202m2-18296574.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Không rõ,Đường diện tích 639. hướng đông nam. giá bán 3 tỉ 900 triệu. quý khách hàng q...... << xem chi tiết >> 14 m giá: 3,3.9,19.5,200.0,8.0,25.0,Đông,Đang cập nhật,0,0,0,"Bán đất thuộc thôn vĩnh hội, xã cát hải, huyện phù cát, tỉnh bình định.",https://alonhadat.com.vn/ban-dat-thuoc-thon-vinh-hoi-xa-cat-hai-huyen-phu-cat-tinh-binh-dinh--14833689.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Trần Hưng Đạo,Đường Trần Hưng Đạo,1.55,34.44444444444444,45.0,6.0,7.0,Chưa xác định,Đang cập nhật,40,1,2,Bán cắt lỗ chung cư altara quy nhơn giá từ 1tỷ550,https://alonhadat.com.vn/ban-cat-lo-chung-cu-altara-quy-nhon-gia-tu-1ty550-17966338.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Chế Lan Viên,Đường Chế Lan Viên - diện tích 80 m² ngang 4 m - hướng đông bắc hôm nay 🌊 bán nhà mặt tiền Chế Lan Viên – gần biển,5.85,73.125,80.0,4.0,20.0,Đông,Đang cập nhật,3,2,3,Bán nhà mê lỡ mặt tiền đường Chế Lan Viên - diện tích 80 m² ngang 4 m - hướng đông bắc,https://alonhadat.com.vn/-sieu-pham-2-mat-tien-truoc-sau-view-song-dai-phu-gia--17008003.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Không rõ,Không rõ,1.28,14.71264367816092,87.0,5.0,17.5,Đông,Đang cập nhật,0,0,0,"Bán đất diện tích 87,5 m² khu dân cư đông bàn thành, phường đập đá,tx an nhơn,bình định",https://alonhadat.com.vn/-ban-dat-dt-87-5m2-khu-dan-cu-dong-ban-thanh-p-dap-da-tx-an-nhon-binh-dinh-16984983.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Không rõ,Đường oto 4,3.5,42.16867469879518,83.0,4.0,21.0,Đông,Sổ đỏ,3,3,3,"Bán nhà 3 mê nộ bộ oto 4,5 m Hoa Lư. 83 m² ngang 4 m vuông vứt. giá 3,5tỷ. đông nam",https://alonhadat.com.vn/ban-nha-3-me-no-bo-oto-4-5m-hoa-lu-83m2-ngang-4m-vuong-vut-gia-3-5ty-dong-nam-16285854.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Trần Phú,Đường Nội Bộ Trần Thị Kỷ,5.2,123.80952380952381,42.0,4.5,13.0,Đông,Đang cập nhật,3,3,3,"***công ty bds sang land mởbban ___bán căn nhà 3 mê đường Nội Bộ Trần Thị Kỷ, phường Ngô Mây.",https://alonhadat.com.vn/-cong-ty-bds-sang-land-mobban-ban-can-nha-3-me-duong-noi-bo-tran-thi-ky-p-ngo-may--11303211.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Nguyễn Huệ,Đường Nguyễn Huệ,1.4,31.11111111111111,45.0,4.0,11.2,Đông,Đang cập nhật,10,1,2,"Bán căn tms quy nhơn, loại căn 1 phòng ngủ, 45 m². giá 1,4 tỉ",https://alonhadat.com.vn/ban-can-tms-quy-nhon-loai-can-1-phong-ngu-45m2-gia-1-2-ti-13779086.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Thị Định,Đường Nguyễn Thị Định 80 m²,21.0,102.94117647058823,204.0,6.6,30.0,Đông,Đang cập nhật,3,3,3,"Bán nhà mặt tiền đường Nguyễn Thị Định 80 m²,140 m², 204 m² và 400 m²",https://alonhadat.com.vn/ban-nha-cap-4-cu-mat-tien-duong-le-cong-mien-87m2-11017357.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường 2 ô tô Hoàng Văn Thụ - phường quy nhơn nam diện tích: 40 m2 (4x10). hướng: tây bắc nhà 3 mê rưỡi,3.0,56.60377358490566,53.0,6.4,8.3,Tây,Đang cập nhật,3,4,3,Bán nhà hẻm Hoàng Văn Thụ 40 m² và 53 m²,https://alonhadat.com.vn/ban-nha-mat-tien-duong-hoang-hoa-tham-64m2-va-71m2-15542396.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Trần Cao Vân,Đường Trần Cao Vân 36 m² và 75 m² hôm nay 👉👉 căn 1: bán nhà 1 mê mặt tiền Trần Cao Vân – trung tâm sầm uất 📍 vị trí vàng: ngay trường Trần Cao Vân,4.549,126.36111111111111,36.0,3.6,10.2,Đông,Đang cập nhật,2,2,3,Bán nhà mặt tiền kinh doanh đường Trần Cao Vân 36 m² và 75 m²,https://alonhadat.com.vn/ban-dat-duong-d9-khu-vuc-4-5-sau-lung-dai-hoc-quang-trung-125m2-11468098.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường Hoàng Văn Thụ - diện tích 101 m² ngang 5 m 🔥 hôm nay 🔥 bán nhà cấp 4 hẻm ô tô – Hoàng Văn Thụ,5.49,54.35643564356435,101.0,5.4,20.0,Đông,Đang cập nhật,3,2,3,Bán nhà cấp 4 hẻm ô tô rộng 10 m đường Hoàng Văn Thụ - diện tích 101 m² ngang 5 m,https://alonhadat.com.vn/-ban-nha-cap-4-hem-o-to-rong-10m-duong-hoang-van-thu-dt-101m2-ngang-5m--18502589.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Ngô Mây,Đường Ngô Mây,2.65,65.1105651105651,40.7,5.5,7.4,Tây,Đang cập nhật,1,2,3,Bán nhà 1 mê hẻm Ngô Mây – trung tâm quy nhơn,https://alonhadat.com.vn/-ban-nha-1-me-hem-ngo-may-trung-tam-quy-nhon-18466713.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lê Duẩn,Đường Lê Duẩn,2.6,40.0,65.0,0.0,0.0,Chưa xác định,Đang cập nhật,41,2,2,"Mở bán căn hộ biển quy nhơn, nơi diễn ra lễ khai mạc du lịch quốc gia 2026",https://alonhadat.com.vn/mo-ban-can-ho-bien-quy-nhon-noi-dien-ra-le-khai-mac-du-lich-quoc-gia-2026-18337127.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Duy Trinh,Đường Nguyễn Duy Trinh,6.49,64.9,100.0,5.0,18.0,Chưa xác định,Đang cập nhật,3,3,3,"Bán nhà 3 mê ôm góc 2 mặt tiền gần ỷ lan quy nhơn, 65,2 m², giá chỉ 6 tỷ xxz gần chợ đầm",https://alonhadat.com.vn/ban-nha-mat-tien-3-me-quy-nhon-dong-65m2-ngang-4m-gan-cau-le-thanh-nghi-song-ha-thanh-18200423.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Tuy Phước,Không rõ,Không rõ,1.4,14.0,100.0,5.0,20.0,Đông,Đang cập nhật,0,0,0,"Mở bán lô đất siêu víp, khu phố trung tín, thị trấn tuy phước, huyện tuy phước.",https://alonhadat.com.vn/mo-ban-lo-dat-sieu-vip-khu-pho-trung-tin-thi-tran-tuy-phuoc-huyen-tuy-phuoc--14067874.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Không rõ,3.89,97.25,40.0,4.0,10.0,Chưa xác định,Đang cập nhật,3,3,3,Hím rẻ bán nhà 3 mê hà thanh phường quy nhơn giá 3 ty8xx,https://alonhadat.com.vn/sot-1-can-gia-mem-hem-can-sau-mat-tien-thanh-thai-gan-nga-3-hoang-van-thu-quy-nhon-1ty-xyz-16255051.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Số 10,Đường Số 10,1.35,27.551020408163264,49.0,4.5,13.0,Đông,Đang cập nhật,3,1,3,Bán nhà cấp 4 cũ hẻm 2 m xã nhơn hải cách biễn 30 m diện tích 49 m² ngang 6 m giá 1ty350,https://alonhadat.com.vn/ban-nha-cap-4-cu-hem-2m-xa-nhon-hai-cach-bien-30m-dt-49m2-ngang-6m-gia-1ty350-18536196.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Điện Biên Phủ,Đường Điện Biên Phủ 375 m² hôm nay bán nhà cấp 4 tính như bán đất 2 mặt tiền trước sau đường Điện Biên Phủ diện tích: 375 m² ngang 7,13.0,34.666666666666664,375.0,7.5,50.0,Tây,Đang cập nhật,3,1,3,Bán nhà cấp 4 2 mặt tiền trước sau đường Điện Biên Phủ 375 m²,https://alonhadat.com.vn/ban-nha-cap-4-2-mat-tien-truoc-sau-duong-dien-bien-phu-375m2-17903730.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường Hoàng Văn Thụ,1.777,29.616666666666667,60.0,0.0,0.0,Chưa xác định,Sổ hồng,12,2,1,Cần bán 3 căn phú tài central life quy nhơn. - sổ hồng lâu dài,https://alonhadat.com.vn/chinh-chu-can-chuyen-nhuong-3-can-phu-tai-central-life-quy-nhon-so-hong-lau-dai-13270374.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Phạm Ngũ Lão,Đường Phạm Ngũ Lão,3.75,85.22727272727273,44.0,4.6,9.0,Đông,Đang cập nhật,3,4,3,"Bán nhà 3 tầng mới tinh hẻm cạn đường Phạm Ngũ Lão, hẻm rộng 4 m - diện tích 44 m² ngang 4,6 m",https://alonhadat.com.vn/ban-nha-3-tang-moi-tinh-hem-can-duong-pham-ngu-lao-hem-rong-4m-dt-44m2-ngang-4-6m-18585026.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Hàm Nghi,Đường Hàm Nghi – phường Ngô Mây,13.7,75.69060773480663,181.0,6.1,29.7,Tây,Đang cập nhật,3,1,3,"Cần bán 3 căn nhà mặt tiền đường Hàm Nghi – phường Ngô Mây, phường. quy nhơn",https://alonhadat.com.vn/can-ban-3-can-nha-mat-tien-duong-ham-nghi-phuong-ngo-may-p-quy-nhon-16952452.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Võ Nguyên Giáp,Đường Võ Nguyên Giáp,1.1,18.333333333333332,60.0,0.0,0.0,Đông,Đang cập nhật,5,2,1,"Chủ kẹt tiền cần bán chung cư an phú thịnh, lock thương mại",https://alonhadat.com.vn/chu-ket-tien-can-ban-chung-cu-an-phu-thinh-lock-thuong-mai-14051754.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hoàng Hoa Thám,Đường Hoàng Hoa Thám - gần chợ đầm - trung tâm quy nhơn hôm nay 🏠 bán nhà mê lỡ 2 mặt hẻm Hoàng Hoa Thám– phường quy nhơn,2.1,52.5,40.0,5.5,6.6,Tây,Đang cập nhật,1,2,3,Bán nhà hẻm cạn đường Hoàng Hoa Thám - gần chợ đầm - trung tâm quy nhơn,https://alonhadat.com.vn/ban-nha-hem-can-duong-hoang-hoa-tham-gan-cho-dam-trung-tam-quy-nhon-18042080.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học thông qua Thanh Niên 💥vị trí: thuộc hẻm 548/ Nguyễn Thái Học gần bệnh viện,3.69,46.125,80.0,4.0,20.0,Đông,Sổ đỏ,3,1,3,"Bán nhà câls 4 hẻn 548/ Nguyễn Thái Học, hẻm rộng 4 m diện tích 80 m² giá 3ty690",https://alonhadat.com.vn/ban-nha-cap-4-mat-tien-duong-le-co-dt-5x12-60m2-gia-1ty900-10390278.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Không rõ,Không rõ,1.75,17.5,100.0,5.0,20.0,Tây,Đang cập nhật,0,0,0,"Bán đất diện tích 100 m² khu liên phường bình định,tx an nhơn,bình định",https://alonhadat.com.vn/-ban-dat-dt-100m2-khu-lien-phuong-binh-dinh-tx-an-nhon-binh-dinh-18184403.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,An Dương Vương,Đường An Dương Vương 200 m² hôm nay bán nhà lô đôi hiếm sát biển quy nhơn đường An Dương Vương,16.0,80.0,200.0,9.8,20.5,Tây,Đang cập nhật,2,8,3,Bán nhà hẻm ô tô đường An Dương Vương 200 m²,https://alonhadat.com.vn/ban-nha-3-tang-goc-2-mat-tien-duong-hoang-hoa-tham-16309344.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Tháp Đôi,Đường Tháp Đôi,2.98,49.666666666666664,60.0,5.2,12.0,Chưa xác định,Đang cập nhật,2,3,3,"Bán nhà mới 2 ty xzz, hẻm cạn rộng 3 m gần chợ Hoa Lư, khu di tích Tháp Đôi, quy nhơn, 60 m",https://alonhadat.com.vn/ban-nha-moi-2-ty-xzz-hem-can-rong-3m-gan-cho-hoa-lu-khu-di-tich-thap-doi-quy-nhon-60m-18709353.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Tuy Phước,Không rõ,Không rõ,2.3,13.93939393939394,165.0,12.0,13.8,Đông,Đang cập nhật,0,0,0,"Bán đất kdc thôn quảng vân, xã phước thuận, huyện tuy phước, tỉnh bình định.",https://alonhadat.com.vn/ban-dat-kdc-thon-quang-van-xa-phuoc-thuan-huyen-tuy-phuoc-tinh-binh-dinh--14560411.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Ghềnh Ráng,Đường Trần Thị Lý 203 m² hôm nay bán nhà xây kiểu biệt thự đường Trần Thị Lý phường Ghềnh Ráng. diện tích: 203 m² ngang 8,13.0,64.03940886699507,203.0,8.7,23.3,Đông,Đang cập nhật,3,3,3,Bán nhà mặt tiền đường Trần Thị Lý 203 m²,https://alonhadat.com.vn/ban-dat-duong-luong-dac-bang-dien-tich-250m2-15076662.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lưu Hữu Phước,Đường Lưu Hữu Phước,1.8,25.0,72.0,6.0,12.0,Chưa xác định,Đang cập nhật,10,2,2,"Cần bán căn hộ chung cư phú tài residence 2pn 2wc 72 m² full nội thất giá 1,8 tỷ. giá tốt",https://alonhadat.com.vn/can-ban-can-ho-chung-cu-phu-tai-residence-2pn-2wc-72m2-full-noi-that-gia-1-8-ty-gia-tot-18036316.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Huyện Phù Cát,Quốc lộ 19B,Đường Quốc Lộ 19B,15.0,125.0,120.0,6.0,20.0,Chưa xác định,Đang cập nhật,5,8,4,Imperial oasis quy nhơn – siêu phẩm đầu tư 2025,https://alonhadat.com.vn/-imperial-oasis-quy-nhon-sieu-pham-dau-tu-2025--17294018.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Tuy Phước,Không rõ,Không rõ,1.45,19.863013698630137,73.0,7.5,10.0,Đông,Đang cập nhật,0,0,0,Chính chủ cần bán đất trung tâm thị trấn tuy phước,https://alonhadat.com.vn/ban-dat-trung-tam-thi-tran-tuy-phuoc-18695438.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lê Đức Thọ,Đường Lê Đức Thọ,1.95,27.083333333333332,72.0,0.0,0.0,Đông,Đang cập nhật,27,2,2,"Bán căn hộ phú tài 2pn - view biển, hướng đông nam, full nội thất - 1,9xx tỷ. 72 m²",https://alonhadat.com.vn/ban-can-ho-phu-tai-residence-ho-sinh-thai-1-8-ty-full-noi-that-cao-cap-12384302.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Nguyễn Thanh Trà,Đường Nguyễn Thanh Trà,3.65,50.69444444444444,72.0,4.0,18.0,Chưa xác định,Đang cập nhật,0,0,0,"(rẻ) bán đất mặt tiền Nguyễn Thanh Trà hà thanh 1, phường quy nhơn 72 m² ngang4 m giá 3tyxx",https://alonhadat.com.vn/-hang-him-ban-dat-mat-tien-ha-thanh-1-phuong-quy-nhon-72m-gia-chi-3ty4xz-gan-truong-17618084.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Không rõ,0.8,22.857142857142858,35.0,0.0,0.0,Đông,Đang cập nhật,19,2,2,Chung cư vina2 panorama giá chỉ 800tr/căn view sông hà thanh cạnh đại học fpt quy nhơn,https://alonhadat.com.vn/chung-cu-vina2-panorama-gia-chi-800tr-can-view-song-ha-thanh-12009359.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Huyện Phù Cát,Quốc lộ 19B,Đường Quốc Lộ 19B,9.2,30.666666666666668,300.0,7.0,20.0,Chưa xác định,Đang cập nhật,2,3,4,Biệt thự biển maia resort quy nhơn giá chiết khấu 15%,https://alonhadat.com.vn/biet-thu-bien-maia-resort-quy-nhon-gia-chuyen-nhuong-ban-lo-12924957.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Thanh Niên - Nguyễn Thái Học - quy nhơn nam. 🔹diện tích: 80 m² ngang 4 m. 🔹sổ hồng - vuông vức. 🔹khu vực đông dân cư. 🔹gia: 3ty690 🔹hướng: đông bắc. nhận: 👉 ký gửi buôn bán ...... << xem chi tiết >> 3,3.69,46.125,80.0,4.0,20.0,Đông,Sổ hồng,3,2,3,"Bán nhà cấp 4. hẻm 3,5 m Thanh Niên thông Nguyễn Thái Học. 80 m² ngang 4 m giá 3tỷ690",https://alonhadat.com.vn/ban-nha-cap-4-hem-3-5m-thanh-nien-thong-nguyen-thai-hoc-80m2-ngang-4m-gia-3ty690-18161741.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Chương Dương,Đường Trần Anh Tông ngay biển . diện tích 80 m² ngang 5 m. nhà 5 tầng hôm qua hạ giá chủ bán nhanh nhà 3 tầng đường Trần Anh Tông & đường Chương Dương khu vip sầm uất trung tâm quy nhơn diện tích 80 m² ngang 5 m kết cấu nhà 3 tầng kiên cố & chắc chắn. 3 phòng ngủ đang cho thuê tháng 20 triệu sổ ...... << xem chi tiết >> 20m3 tầng3 phòng ngủchỗ để xe giá: 10,10.5,131.25,80.0,5.0,16.0,Tây,Đang cập nhật,5,3,3,Hạ giá bán nhanh mặt tiền đường Trần Anh Tông ngay biển . diện tích 80 m² ngang 5 m. nhà 5 tầng,https://alonhadat.com.vn/ha-gia-ban-nhanh-mat-tien-duong-tran-anh-tong-dt-80m2-ngang-5m-3-tang-gia-9ty-xx-18223363.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Võ Nguyên Giáp,Đường Võ Nguyên Giáp,1.23,20.5,60.0,0.0,0.0,Chưa xác định,Đang cập nhật,9,2,2,Duy nhất giảm 200tr - an phú thịnh th. mại 2pm (apt grand tower) -view biển -hướng đn. sổ,https://alonhadat.com.vn/ban-can-ho-an-phu-thinh-grand-tower-2pn-huong-dn-moi-100-gia-1-ty-nh-cho-vay-700tr--13407526.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Tăng Bạt Hổ,Đường Tăng Bạt Hổ 64 m²,9.5,135.71428571428572,70.0,10.0,7.0,Chưa xác định,Đang cập nhật,3,2,3,"Bán nhà mặt tiền đường Tăng Bạt Hổ 64 m², 70 m²,80 m² và 156 m²",https://alonhadat.com.vn/ban-nha-3-me-noi-bo-o-to-duong-to-hien-thanh-53m2-8486591.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lê Duẩn,Đường Lê Duẩn,2.0,33.333333333333336,60.0,0.0,0.0,Chưa xác định,Đang cập nhật,19,2,2,Chủ bán sang nhượng căn the saling 1pn 2 tỷ.. vị trí siêu vip tầng cao,https://alonhadat.com.vn/chu-ban-sang-nhuong-can-the-saling-2pn-2-8ty-vi-tri-sieu-vip-tang-19-12239443.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Điện Biên Phủ,Đường Điện Biên Phủ,0.94,20.88888888888889,45.0,0.0,0.0,Chưa xác định,Sổ hồng,19,1,1,Bán lỗ căn hộ ecolife Điện Biên Phủ quy nhơn- 940tr.. .. sổ hồng lâu dài (chưa nội thất),https://alonhadat.com.vn/ban-lo-can-ho-ecolife-dien-bien-phu-quy-nhon-840tr-so-hong-lau-dai-chua-noi-that--13253117.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Phạm Hồng Thái,Đường Phạm Hồng Thái 81 m² hôm nay cần bán căn nhà mặt tiền đường Phạm Hồng Thái,7.0,86.41975308641975,81.0,4.0,20.0,Tây,Đang cập nhật,4,3,3,Bán nhà mặt tiền đường Phạm Hồng Thái 81 m²,https://alonhadat.com.vn/ban-nha-3-me-hem-nguyen-thai-hoc-40m2-16246714.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Không rõ,1.5,30.0,50.0,0.0,0.0,Chưa xác định,Sổ hồng,19,2,1,"Sang nhượng lại căn hộ calla giá thấp hơn cđt 1,5 tỷ trả góp ( thấp hơn cđt 300tr)",https://alonhadat.com.vn/sang-nhuong-lai-can-ho-calla-gia-thap-hon-cdt-1-9x-ty-tra-gop-thap-hon-cdt-300tr--12266764.html
